"","NCTNum","Site","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success"
"202","NCT00042978","Lung","Completed","Biological: oblimersen sodium|Drug: carboplatin|Drug: etoposide","20",55,"No Results Available","Drug",4,1
"203","NCT00090870","Kidney","Terminated","Biological: PEG-interferon alfa-2b|Biological: GM-CSF|Drug: thalidomide","20",10,"Has Results","Drug",4,0
"204","NCT01349647","Lung","Completed","Biological: vaccine comprised of KLH conjugates of GD2L, GD3L, Globo H, fucosyl GM1, and N-propionylated polysialic acid plus OPT-821 adjuvant|Biological: Biological/Vaccine: vaccine comprised of KLH conjugates of GD2L, GD3L, Globo H, fucosyl GM1, and N-propionylated polysialic acid plus OPT-821 adjuvant","10",21,"No Results Available","Bio",2,1
"205","NCT00912340","Breast","Completed","Drug: Everolimus|Biological: Trastuzumab","20",70,"Has Results","Both",4,1
"206","NCT00276536","Breast","Completed","Biological: recombinant interferon alpha-1b|Drug: IFN","10",35,"No Results Available","Drug",2,1
"207","NCT00004893","Breast","Completed","Biological: recombinant interleukin-12","20",5,"No Results Available","Bio",4,1
"208","NCT00368875","Breast","Completed","Drug: vorinostat|Drug: paclitaxel|Biological: bevacizumab","15",54,"Has Results","Both",3,1
"209","NCT00331552","Breast","Completed","Drug: pegylated liposomal doxorubicin hydrochloride|Drug: cyclophosphamide|Biological: trastuzumab","15",30,"Has Results","Both",3,1
"210","NCT01468818","Melanoma","Terminated","Drug: Cyclophosphamide|Drug: Fludarabine|Biological: Young Tumor Infiltrating Lymphocytes (TIL)","20",18,"Has Results","Both",4,0
"211","NCT00019331","Lung","Completed","Biological: aldesleukin|Biological: ras peptide cancer vaccine|Biological: sargramostim|Drug: DetoxPC","20",NA,"No Results Available","Drug",4,1
"212","NCT00003993","Lymphoma","Completed","Biological: aldesleukin|Drug: bryostatin 1","10",24,"No Results Available","Drug",2,1
"213","NCT00003181","Kidney","Unknown status","Biological: aldesleukin|Biological: sargramostim|Drug: vinblastine sulfate","20",35,"No Results Available","Drug",4,0
"214","NCT00217568","Ovary","Completed","Biological: pegfilgrastim|Drug: carboplatin|Drug: docetaxel","20",NA,"No Results Available","Drug",4,1
"215","NCT00276523","Head_Neck","Completed","Biological: PEG-interferon alfa-2b|Procedure: Conventional surgery|Procedure: Neoadjuvant therapy","20",3,"No Results Available","Bio",4,1
"216","NCT01016054","Ovary","Terminated","Biological: AGS-8M4|Drug: Pegylated liposomal doxorubicin (PLD)|Drug: gemcitabine|Drug: carboplatin","10",4,"No Results Available","Drug",2,0
"217","NCT00095862","Breast","Terminated","Biological: allogeneic GM-CSF-secreting breast cancer vaccine|Biological: recombinant interferon alfa|Drug: cyclophosphamide","15",24,"No Results Available","Drug",3,0
"218","NCT00821964","Breast","Completed","Drug: imiquimod|Drug: Abraxane|Other: laboratory biomarker analysis|Genetic: RNA analysis|Other: immunoenzyme technique","20",15,"Has Results","Drug",4,1
"219","NCT01236573","Melanoma","Terminated","Drug: Fludarabine|Drug: Cyclophosphamide|Biological: IL-12 transduced TIL","15",34,"Has Results","Both",3,0
"220","NCT00052559","Colorectal","Completed","Biological: bevacizumab|Drug: fluorouracil|Radiation: external beam radiation therapy|Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis","10",32,"No Results Available","Drug",2,1
"221","NCT00924092","Lung","Completed","Biological: GI-6207 [Recombinant Saccharomyces Cerevisia|Drug: (Yeast CEA Vaccine)(GI-6207[Recombinant Sarrcharomyces Cerevusua-CEA (610D)])","10",25,"No Results Available","Drug",2,1
"222","NCT00939510","Prostate","Completed","Biological: sargramostim|Drug: lenalidomide|Other: laboratory biomarker analysis","15",32,"Has Results","Drug",3,1
"223","NCT00006033","Head_Neck","Completed","Biological: gene therapy|Biological: interleukin-2 gene|Drug: methotrexate","20",NA,"No Results Available","Drug",4,1
"224","NCT00003702","Uterus","Completed","Biological: Dactinomycin|Drug: Methotrexate","30",240,"Has Results","Drug",6,1
"225","NCT00365144","Pancreas","Completed","Biological: bevacizumab|Drug: erlotinib hydrochloride|Other: laboratory biomarker analysis","20",36,"Has Results","Drug",4,1
"226","NCT03417037","Lung","Withdrawn","Drug: BMS-986205|Biological: Nivolumab|Drug: Chemotherapy","30",0,"No Results Available","Both",6,0
"227","NCT00410774","Pancreas","Terminated","Biological: bevacizumab|Drug: gemcitabine hydrochloride|Procedure: adjuvant therapy","15",20,"No Results Available","Drug",3,0
"228","NCT00005857","Prostate","Completed","Biological: trastuzumab|Drug: docetaxel","20",NA,"No Results Available","Drug",4,1
"229","NCT00003759","Bladder","Completed","Biological: BCG vaccine|Drug: valrubicin|Procedure: conventional surgery","20",NA,"No Results Available","Drug",4,1
"230","NCT00311558","Cancer","Terminated","Biological: recombinant interferon alfa-2b|Drug: sodium stibogluconate|Drug: SSG & interferon","10",18,"No Results Available","Drug",2,0
"231","NCT01170663","Stomach","Completed","Biological: Ramucirumab (IMC-1211B) DP|Drug: Placebo|Drug: Paclitaxel","30",665,"Has Results","Drug",6,1
"232","NCT02159950","Prostate","Completed","Other: Laboratory Biomarker Analysis|Biological: Sipuleucel-T|Drug: Tasquinimod","20",2,"Has Results","Drug",4,1
"233","NCT02044601","Lung","Withdrawn","Drug: Onartuzumab|Drug: Erlotinib|Drug: Paclitaxel|Drug: Carboplatin|Radiation: Radiation Therapy","15",0,"No Results Available","Drug",3,0
"234","NCT00356889","Stomach","Completed","Drug: erlotinib hydrochloride|Biological: bevacizumab","20",56,"Has Results","Both",4,1
"235","NCT00268359","Brain","Completed","Biological: bevacizumab|Drug: irinotecan hydrochloride","20",68,"No Results Available","Drug",4,1
"236","NCT01042535","Breast","Completed","Biological: adenovirus-p53 transduced dendritic cell (DC) vaccine|Drug: 1-methyl-d-tryptophan|Other: Laboratory biomarker analysis","15",44,"Has Results","Drug",3,1
"237","NCT00835679","Colorectal","Terminated","Biological: cetuximab|Drug: dasatinib|Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis","05",9,"Has Results","Drug",1,0
"238","NCT00014391","Cancer","Completed","Biological: palivizumab|Drug: ribavirin","30",NA,"No Results Available","Drug",6,1
"239","NCT00253500","Breast","Completed","Biological: pegfilgrastim|Drug: epirubicin hydrochloride|Procedure: conventional surgery","20",15,"No Results Available","Drug",4,1
"240","NCT00113984","Prostate","Completed","Biological: PROSTVAC-V/TRICOM|Biological: PROSTVAC-F/TRICOM|Drug: MDX-010|Drug: Sargramostim","10",30,"No Results Available","Drug",2,1
"241","NCT01143545","Lung","Completed","Biological: Allogeneic Tumor Cell Vaccine (K562)|Drug: Celecoxib|Drug: cyclophosphamide","10",10,"No Results Available","Drug",2,1
"242","NCT00227656","Breast","Terminated","Biological: PEG-interferon alfa-2a|Drug: Capecitabine","20",2,"No Results Available","Drug",4,0
"243","NCT00278395","Kidney","Completed","Drug: Vorinostat","20",14,"Has Results","Drug",4,1
"244","NCT00024154","Breast","Completed","Biological: trastuzumab|Drug: gefitinib|Other: laboratory biomarker analysis","20",132,"No Results Available","Drug",4,1
"245","NCT00838578","Colorectal","Terminated","Biological: KRN330|Drug: Irinotecan","15",65,"Has Results","Drug",3,0
"246","NCT00079326","Breast","Terminated","Biological: trastuzumab|Drug: ixabepilone|Other: laboratory biomarker analysis","20",39,"Has Results","Drug",4,0
"247","NCT00739609","Lung","Terminated","Drug: 1-methyl-D-tryptophan","10",17,"No Results Available","Drug",2,0
"248","NCT00017394","Breast","Completed","Biological: bevacizumab|Drug: vinorelbine tartrate|Other: laboratory biomarker analysis","20",56,"No Results Available","Drug",4,1
"249","NCT02574533","Melanoma","Completed","Biological: Vigil|Drug: Pembrolizumab","10",2,"No Results Available","Drug",2,1
"250","NCT00055861","Breast","Completed","Biological: bevacizumab|Drug: docetaxel|Other: laboratory biomarker analysis","20",27,"No Results Available","Drug",4,1
"251","NCT01341496","Melanoma","Terminated","Biological: Epigenetically Modified Autologous Tumor|Drug: Cyclophosphamide|Drug: Celecoxib","10",41,"No Results Available","Drug",2,0
"252","NCT00851877","Head_Neck","Completed","Biological: Cetuximab|Drug: Cisplatin|Drug: Nab-Paclitaxel|Radiation: intensity-modulated radiation therapy","15",37,"Has Results","Drug",3,1
"253","NCT00290615","Colorectal","Completed","Biological: bevacizumab|Biological: cetuximab|Drug: capecitabine|Drug: oxaliplatin","20",30,"Has Results","Drug",4,1
"254","NCT01313429","Melanoma","Completed","Drug: Cyclophosphamide|Biological: Allogenic tumor Cell Vaccine (K562)|Drug: Celecoxib","10",19,"No Results Available","Both",2,1
"255","NCT00656734","Kidney","Completed","Biological: MDX 1411","10",27,"No Results Available","Bio",2,1
"256","NCT00814593","Brain","Terminated","Biological: lymphokine-activated killer cells|Drug: polifeprosan 20 with carmustine implant","20",80,"No Results Available","Drug",4,0
"257","NCT01621542","Cancer","Completed","Biological: WT2725","10",64,"No Results Available","Bio",2,1
"258","NCT02054104","Lung","Suspended","Biological: H1299 Lysate Vaccine|Drug: Cyclophosphamide|Drug: Celecoxib","15",21,"No Results Available","Drug",3,0
"259","NCT00009841","Head_Neck","Completed","Biological: EGFR antisense DNA|Biological: growth factor antagonist therapy|Drug: DC-cholesterol liposome","10",13,"No Results Available","Drug",2,1
"260","NCT03386838","Head_Neck","Terminated","Biological: Nivolumab|Drug: BMS-986205|Biological: Cetuximab|Drug: Cisplatin|Drug: Carboplatin|Drug: Fluorouracil","30",1,"No Results Available","Both",6,0
"261","NCT00064259","Esophagus","Terminated","Biological: oblimersen sodium|Drug: cisplatin|Drug: fluorouracil","15",15,"Has Results","Drug",3,0
"262","NCT00002814","Brain","Completed","Biological: filgrastim|Drug: paclitaxel|Drug: topotecan hydrochloride","20",20,"No Results Available","Drug",4,1
"263","NCT00629226","Head_Neck","Completed","Biological: cetuximab|Drug: bortezomib|Drug: cisplatin|Radiation: intensity-modulated radiation therapy","10",46,"No Results Available","Drug",2,1
"264","NCT00467116","Pancreas","Completed","Biological: cetuximab|Drug: gemcitabine hydrochloride|Radiation: radiation therapy","10",9,"No Results Available","Drug",2,1
"265","NCT00002680","Breast","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: megestrol acetate|Drug: melphalan|Drug: tamoxifen citrate|Drug: thiotepa|Procedure: conventional surgery|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",40,"No Results Available","Drug",4,1
"266","NCT00027937","Lymphoma","Completed","Biological: aldesleukin|Biological: filgrastim|Biological: sargramostim|Drug: busulfan|Drug: cyclophosphamide|Drug: melphalan|Drug: paclitaxel|Drug: thiotepa|Procedure: bone marrow ablation with stem cell support|Procedure: in vitro-treated peripheral blood stem cell transplantation","20",NA,"No Results Available","Drug",4,1
"267","NCT00368992","Lung","Completed","Biological: cetuximab|Drug: paclitaxel|Biological: bevacizumab","20",110,"Has Results","Both",4,1
"268","NCT01218867","Kidney","Completed","Biological: Anti-VEGFR2 CAR CD8 plus PBL|Drug: Cyclophosphamide|Biological: Aldesleukin|Drug: Fludarabine","15",24,"Has Results","Both",3,1
"269","NCT00054132","Breast","Completed","Biological: Bevacizumab|Drug: Erlotinib Hydrochloride|Other: Laboratory Biomarker Analysis","20",38,"Has Results","Drug",4,1
"270","NCT02786485","Leukemia","Withdrawn","Biological: rivogenlecleucel|Drug: Rimiducid","10",0,"No Results Available","Drug",2,0
"271","NCT00002559","Ovary","Completed","Biological: filgrastim|Drug: cisplatin|Drug: ifosfamide|Drug: paclitaxel","15",43,"No Results Available","Drug",3,1
"272","NCT00037817","Lung","Completed","Drug: Decitabine|Biological: Depsipeptide|Drug: Celecoxib","10",34,"No Results Available","Both",2,1
"273","NCT00118183","Lung","Completed","Drug: docetaxel|Biological: cetuximab|Drug: bortezomib","20",62,"No Results Available","Both",4,1
"274","NCT00028938","Lung","Completed","Biological: epoetin alfa|Drug: carboplatin|Drug: paclitaxel|Radiation: radiation therapy","30",1,"No Results Available","Drug",6,1
"275","NCT00003185","Brain","Completed","Biological: autologous tumor cell vaccine|Biological: sargramostim|Biological: tumor-draining lymph node lymphocyte therapy|Drug: cyclophosphamide|Procedure: conventional surgery","20",40,"No Results Available","Drug",4,1
"276","NCT00004604","Lung","Completed","Biological: CEA RNA-pulsed DC cancer vaccine","10",24,"No Results Available","Bio",2,1
"277","NCT02107963","Melanoma","Completed","Biological: Anti-GD2-CAR engineered T cells|Drug: AP1903|Drug: Cyclophosphamide","10",15,"No Results Available","Drug",2,1
"278","NCT01423123","Breast","Completed","Drug: Paclitaxel|Biological: trastuzumab|Drug: Neratinib","10",21,"No Results Available","Both",2,1
"279","NCT01006369","Colorectal","Completed","Biological: bevacizumab|Drug: XELOX regimen|Drug: hydroxychloroquine","20",39,"No Results Available","Drug",4,1
"280","NCT00778167","Lung","Completed","Biological: cixutumumab|Drug: erlotinib hydrochloride|Other: laboratory biomarker analysis","15",18,"Has Results","Drug",3,1
"281","NCT00217581","Esophagus","Completed","Biological: Bevacizumab|Drug: Docetaxel|Drug: Oxaliplatin","20",39,"Has Results","Drug",4,1
"282","NCT00002773","Pancreas","Completed","Biological: allogeneic tumor cell vaccine|Biological: recombinant interferon alfa|Biological: sargramostim|Drug: cyclophosphamide","20",NA,"No Results Available","Drug",4,1
"283","NCT03213041","Breast","Suspended","Drug: Carboplatin|Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab","20",100,"No Results Available","Both",4,0
"284","NCT00654836","Breast","Completed","Biological: bevacizumab|Drug: Carboplatin|Drug: ABI-007","20",32,"Has Results","Drug",4,1
"285","NCT00003995","Colorectal","Completed","Biological: trastuzumab|Drug: irinotecan hydrochloride","20",32,"No Results Available","Drug",4,1
"286","NCT00449163","Colorectal","Terminated","Biological: Bevacizumab|Drug: Floxuridine|Drug: Irinotecan|Drug: Leucovorin","20",25,"Has Results","Drug",4,0
"287","NCT00028834","Pancreas","Completed","Drug: gemcitabine hydrochloride|Biological: bevacizumab|Other: laboratory biomarker analysis","20",50,"No Results Available","Both",4,1
"288","NCT00861627","Lung","Completed","Biological: REOLYSIN®|Drug: Carboplatin|Drug: Paclitaxel","20",37,"No Results Available","Drug",4,1
"289","NCT01896869","Pancreas","Suspended","Drug: Ipilimumab|Biological: Vaccine|Drug: FOLFIRINOX","20",83,"No Results Available","Both",4,0
"290","NCT01188798","Leukemia","Completed","Drug: Methotrexate|Drug: Pentostatin","30",6,"Has Results","Drug",6,1
"291","NCT00004189","Lymphoma","Completed","Biological: filgrastim|Drug: becatecarin|Drug: cisplatin","10",40,"No Results Available","Drug",2,1
"292","NCT00970684","Lung","Completed","Biological: bevacizumab|Drug: docetaxel|Drug: gemcitabine hydrochloride","20",13,"Has Results","Drug",4,1
"293","NCT02275039","Ovary","Completed","Biological: modified vaccinia virus ankara vaccine expressing p53|Drug: gemcitabine hydrochloride|Other: laboratory biomarker analysis","10",12,"No Results Available","Drug",2,1
"294","NCT02358473","Lung","Completed","Biological: mogamulizumab|Drug: Docetaxel","10",13,"Has Results","Drug",2,1
"295","NCT00643097","Brain","Completed","Biological: PEP-3 vaccine|Biological: sargramostim|Drug: Temozolomide","20",40,"Has Results","Drug",4,1
"296","NCT01829373","Lung","Completed","Biological: vaccine 1650-G","10",5,"No Results Available","Bio",2,1
"297","NCT01625260","Bladder","Unknown status","Biological: ALT-801|Drug: Gemcitabine","15",52,"No Results Available","Drug",3,0
"298","NCT00602329","Colorectal","Unknown status","Biological: bevacizumab|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin","20",120,"No Results Available","Drug",4,0
"299","NCT00072566","Ovary","Completed","Biological: Bevacizumab|Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis","20",70,"Has Results","Drug",4,1
"300","NCT00004929","Prostate","Completed","Biological: MUC-2-KLH vaccine|Biological: QS21","10",15,"No Results Available","Bio",2,1
