"","Site","NCTNum","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success","totalcost","EstNewCases","EstDeaths","Survival_5yr"
"138","Breast","NCT00027534","Completed","Biological: TRICOM-CEA(6D)","10",14,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"139","Breast","NCT00107510","Completed","Biological: pegfilgrastim|Drug: carboplatin|Drug: docetaxel|Procedure: conventional surgery","20",58,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"140","Breast","NCT00002680","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: megestrol acetate|Drug: melphalan|Drug: tamoxifen citrate|Drug: thiotepa|Procedure: conventional surgery|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",40,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"141","Breast","NCT00003412","Unknown status","Biological: recombinant interleukin-12","10",35,"No Results Available","Bio",2,0,25640.8,268670,41400,88.6
"142","Breast","NCT00183963","Terminated","Drug: Tamoxifen|Drug: Fulvestrant","20",4,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"143","Breast","NCT00017394","Completed","Biological: bevacizumab|Drug: vinorelbine tartrate|Other: laboratory biomarker analysis","20",56,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"144","Breast","NCT00002780","Unknown status","Biological: aldesleukin|Biological: cytokine therapy|Biological: sargramostim|Drug: carboplatin|Drug: cyclophosphamide|Drug: thiotepa|Procedure: peripheral blood stem cell transplantation","15",60,"No Results Available","Drug",3,0,25640.8,268670,41400,88.6
"145","Breast","NCT00003357","Completed","Biological: GM2-KLH vaccine|Biological: QS21","10",9,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"146","Breast","NCT00005908","Completed","Drug: Docetaxel - Dose A|Drug: Anastrozole|Drug: cyclophosphamide|Drug: Docetaxel - Dose B|Drug: Doxorubicin hydrochloride|Drug: Tamoxifen Citrate|Drug: Capecitabine - Dose B|Drug: Capecitabine - Dose A","20",30,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"147","Breast","NCT00455039","Completed","Drug: GW572016","15",55,"No Results Available","Drug",3,1,25640.8,268670,41400,88.6
"148","Breast","NCT00206492","Terminated","Drug: Iressa|Drug: Tamoxifen","20",3,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"149","Breast","NCT00410657","Completed","Biological: alemtuzumab|Drug: methylprednisolone|Drug: prednisone|Other: flow cytometry|Other: immunologic technique|Other: pharmacological study","20",53,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"150","Breast","NCT00952692","Completed","Biological: dHER2 + AS15 ASCI|Drug: Lapatinib","15",12,"No Results Available","Drug",3,1,25640.8,268670,41400,88.6
"151","Breast","NCT00179309","Completed","Drug: Docetaxel|Biological: PANVAC-V|Biological: PANVAC-F|Biological: Sargramostim","20",48,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"152","Breast","NCT00022230","Withdrawn","Biological: aldesleukin|Biological: filgrastim|Biological: sargramostim|Biological: therapeutic autologous lymphocytes|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel","15",0,"No Results Available","Drug",3,0,25640.8,268670,41400,88.6
"153","Breast","NCT00206466","Completed","Drug: Taxotere|Drug: Adriamycin/cytoxan","20",70,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"154","Breast","NCT00706615","Withdrawn","Biological: Ad-sig-hMUC-1/ecdCD40L vaccine","10",0,"No Results Available","Bio",2,0,25640.8,268670,41400,88.6
"155","Breast","NCT00003992","Completed","Biological: trastuzumab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel|Drug: tamoxifen citrate","20",200,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"156","Breast","NCT00662129","Completed","Biological: bevacizumab|Drug: gemcitabine hydrochloride|Drug: paclitaxel albumin-stabilized nanoparticle formulation","20",50,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"157","Breast","NCT00090480","Terminated","Biological: HyperAcute - Breast cancer vaccine","15",3,"No Results Available","Bio",3,0,25640.8,268670,41400,88.6
"158","Breast","NCT00016549","Completed","Biological: Bevacizumab","20",21,"No Results Available","Bio",4,1,25640.8,268670,41400,88.6
"159","Breast","NCT00944047","Completed","Drug: nab-paclitaxel|Drug: trastuzumab|Drug: Doxorubicin|Drug: cyclophosphamide|Biological: Growth Factor Support|Procedure: Surgery","20",32,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"160","Breast","NCT00015938","Completed","Biological: filgrastim|Drug: docetaxel|Drug: vinorelbine","20",95,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"161","Breast","NCT00524277","Unknown status","Biological: GP2 peptide + GM-CSF vaccine|Biological: GM-CSF (sargramostim)|Biological: AE37 + GM-CSF vaccine","20",600,"No Results Available","Bio",4,0,25640.8,268670,41400,88.6
"162","Breast","NCT00086957","Completed","Biological: trastuzumab|Drug: docetaxel|Drug: gefitinib","15",31,"Has Results","Drug",3,1,25640.8,268670,41400,88.6
"163","Breast","NCT00485277","Completed","Biological: MVA-BN-HER2","10",9,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"164","Breast","NCT00140140","Terminated","Drug: ABI-007|Drug: vinorelbine|Drug: Trastuzumab|Biological: G-CSF","15",16,"Has Results","Both",3,0,25640.8,268670,41400,88.6
"165","Breast","NCT00085020","Completed","Biological: trastuzumab|Drug: lapatinib ditosylate","10",13,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"166","Breast","NCT00194779","Completed","Drug: doxorubicin hydrochloride|Drug: cyclophosphamide|Drug: paclitaxel|Biological: filgrastim|Drug: capecitabine|Drug: methotrexate|Drug: vinorelbine tartrate|Procedure: needle biopsy|Procedure: therapeutic conventional surgery|Other: immunohistochemistry staining method|Biological: trastuzumab|Drug: tamoxifen citrate|Drug: letrozole|Other: laboratory biomarker analysis","20",50,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"167","Breast","NCT01152398","Completed","Biological: MVA-BN-HER2","10",15,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"168","Breast","NCT01632332","Completed","Biological: HER-2/neu peptide vaccine|Other: laboratory biomarker analysis","10",22,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"169","Breast","NCT01828021","Completed","Biological: Margetuximab","20",25,"No Results Available","Bio",4,1,25640.8,268670,41400,88.6
"170","Breast","NCT00206427","Completed","Drug: GW572016|Drug: lapatinib","20",49,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"171","Breast","NCT01384253","Completed","Other: ²¹²Pb-TCMC-Trastuzumab|Biological: trastuzumab","10",18,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"172","Breast","NCT00030615","Completed","Drug: decitabine|Other: pharmacological study|Other: laboratory biomarker analysis","10",24,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"173","Breast","NCT03070002","Terminated","Biological: Denosumab|Other: Laboratory Biomarker Analysis","20",1,"Has Results","Bio",4,0,25640.8,268670,41400,88.6
"174","Breast","NCT00301899","Completed","Biological: pertuzumab|Biological: trastuzumab","20",37,"No Results Available","Bio",4,1,25640.8,268670,41400,88.6
"175","Breast","NCT00020722","Terminated","Biological: therapeutic autologous lymphocytes|Drug: Ifosfamide, carboplatin, and etoposide (ICE) regimen|Drug: Cyclophosphamide, Thiotepa, Carboplatin (CTC) or STAMP V (CTC)|Procedure: Leukapheresis|Procedure: peripheral blood stem cell transplantation (PBSCT)","20",7,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"176","Breast","NCT00003920","Unknown status","Biological: filgrastim|Drug: cyclosporine|Procedure: peripheral blood stem cell transplantation|Radiation: indium In 111 monoclonal antibody m170|Radiation: yttrium Y 90 monoclonal antibody m170","10",18,"No Results Available","Drug",2,0,25640.8,268670,41400,88.6
"177","Breast","NCT00109993","Completed","Biological: alemtuzumab|Drug: methylprednisolone|Drug: tacrolimus","20",34,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"178","Breast","NCT00095706","Completed","Drug: Bevacizumab (drug), Herceptin (drug)","15",50,"No Results Available","Drug",3,1,25640.8,268670,41400,88.6
"179","Breast","NCT00423917","Completed","Biological: bevacizumab|Drug: fulvestrant","20",36,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"180","Breast","NCT00388726","Completed","Drug: E7389|Drug: Physician's Choice","30",762,"Has Results","Drug",6,1,25640.8,268670,41400,88.6
"181","Breast","NCT00949247","Completed","Biological: bevacizumab|Biological: trastuzumab|Drug: carboplatin|Drug: docetaxel|Other: laboratory biomarker analysis","05",20,"No Results Available","Drug",1,1,25640.8,268670,41400,88.6
"182","Breast","NCT00006110","Completed","Biological: trastuzumab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel|Procedure: conventional surgery","20",82,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"183","Breast","NCT00715832","Unknown status","Biological: Dendritic Cell Vaccination","10",25,"No Results Available","Bio",2,0,25640.8,268670,41400,88.6
"184","Breast","NCT00014430","Completed","Biological: trastuzumab|Drug: vinorelbine ditartrate","10",13,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"185","Breast","NCT00821964","Completed","Drug: imiquimod|Drug: Abraxane|Other: laboratory biomarker analysis|Genetic: RNA analysis|Other: immunoenzyme technique","20",15,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"186","Breast","NCT00004174","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: paclitaxel|Drug: thiotepa|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","10",30,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"187","Breast","NCT00138125","Terminated","Drug: Faslodex|Biological: Herceptin","20",2,"Has Results","Both",4,0,25640.8,268670,41400,88.6
"188","Breast","NCT00131924","Terminated","Biological: esterified estrogens","20",1,"No Results Available","Bio",4,0,25640.8,268670,41400,88.6
"189","Breast","NCT01095848","Completed","Biological: DPX-0907 consists of 7 tumor-specific HLA-A2-restricted peptides, a universal T Helper peptide, a polynucleotide adjuvant, a liposome and Montanide ISA51 VG","10",23,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"190","Breast","NCT00003539","Completed","Biological: trastuzumab|Drug: paclitaxel","20",50,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"191","Breast","NCT00003972","Completed","Biological: filgrastim|Biological: sargramostim|Drug: busulfan|Drug: carboplatin|Drug: cyclophosphamide|Drug: melphalan|Drug: paclitaxel|Drug: tamoxifen citrate|Drug: thiotepa|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","30",280,"No Results Available","Drug",6,1,25640.8,268670,41400,88.6
"192","Breast","NCT00588003","Completed","Drug: anastrozole|Other: Placebo","10",45,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"193","Breast","NCT00971737","Unknown status","Biological: allogeneic GM-CSF-secreting breast cancer vaccine|Biological: trastuzumab|Drug: cyclophosphamide","20",60,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"194","Breast","NCT00003536","Withdrawn","Drug: antineoplaston A10|Drug: methotrexate|Procedure: alternative product therapy|Procedure: biological therapy|Procedure: biologically based therapies|Procedure: cancer prevention intervention|Procedure: chemotherapy|Procedure: complementary and alternative therapy|Procedure: differentiation therapy","20",0,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"195","Breast","NCT02153905","Terminated","Drug: Aldesleukin|Drug: Fludarabine|Drug: Cyclophosphamide|Biological: Anti-MAGE-A3 HLAA* 01-restricted TCR","15",3,"No Results Available","Both",3,0,25640.8,268670,41400,88.6
"196","Breast","NCT01220128","Terminated","Biological: GSK Biologicals' recombinant WT1 Antigen-Specific Cancer Immunotherapeutic (ASCI) GSK2302024A|Drug: Placebo|Drug: Aromatase inhibitor|Drug: 5-Fluorouracil|Drug: Carboplatin AUC|Drug: Cyclophosphamide|Drug: Docetaxel|Drug: Doxorubicin|Drug: Epirubicin|Drug: Paclitaxel|Drug: Trastuzumab","20",66,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"197","Breast","NCT00093834","Completed","Biological: allogeneic GM-CSF-secreting breast cancer vaccine|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride","10",60,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"198","Breast","NCT00006104","Completed","Biological: trastuzumab|Drug: docetaxel","20",46,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"199","Breast","NCT00301106","Terminated","Biological: adenovirus-mediated human interleukin-12","10",2,"No Results Available","Bio",2,0,25640.8,268670,41400,88.6
"200","Breast","NCT00014222","Completed","Biological: epoetin alfa|Biological: filgrastim|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: epirubicin hydrochloride|Drug: fluorouracil|Drug: paclitaxel","30",2104,"No Results Available","Drug",6,1,25640.8,268670,41400,88.6
"201","Breast","NCT00654836","Completed","Biological: bevacizumab|Drug: Carboplatin|Drug: ABI-007","20",32,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"202","Breast","NCT02651610","Withdrawn","Biological: Bavituximab|Drug: Taxane","25",0,"No Results Available","Drug",5,0,25640.8,268670,41400,88.6
"203","Breast","NCT00082641","Completed","Biological: autologous dendritic cell-adenovirus p53 vaccine","15",24,"Has Results","Bio",3,1,25640.8,268670,41400,88.6
"204","Breast","NCT00068588","Completed","Biological: GTI-2040|Drug: capecitabine","20",24,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"205","Breast","NCT01919229","Terminated","Drug: LEE011 (ribociclib)|Drug: letrozole","20",14,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"206","Breast","NCT02423902","Unknown status","Biological: Ad-RTS-hIL-12|Drug: Veledimex","15",40,"No Results Available","Drug",3,0,25640.8,268670,41400,88.6
"207","Breast","NCT00002628","Unknown status","Biological: filgrastim|Drug: carboplatin|Drug: cyclophosphamide|Drug: mesna|Drug: paclitaxel|Procedure: peripheral blood stem cell transplantation","15",50,"No Results Available","Drug",3,0,25640.8,268670,41400,88.6
"208","Breast","NCT00003432","Terminated","Biological: carcinoembryonic antigen RNA-pulsed DC cancer vaccine","15",4,"No Results Available","Bio",3,0,25640.8,268670,41400,88.6
"209","Breast","NCT00791037","Completed","Biological: HER-2/neu peptide vaccine|Procedure: leukapheresis|Biological: ex vivo-expanded HER2-specific T cells|Drug: cyclophosphamide|Biological: sargramostim|Other: laboratory biomarker analysis","15",23,"Has Results","Both",3,1,25640.8,268670,41400,88.6
"210","Breast","NCT02018419","Withdrawn","Biological: AlloStim|Procedure: Cryoablation","15",0,"No Results Available","Bio",3,0,25640.8,268670,41400,88.6
"211","Breast","NCT00817531","Terminated","Drug: Dasatinib","20",22,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"212","Breast","NCT00033514","Completed","Biological: trastuzumab|Drug: erlotinib hydrochloride","15",27,"Has Results","Drug",3,1,25640.8,268670,41400,88.6
"213","Breast","NCT01705340","Terminated","Drug: Akt inhibitor MK2206|Biological: trastuzumab|Drug: lapatinib ditosylate|Other: laboratory biomarker analysis","10",60,"No Results Available","Both",2,0,25640.8,268670,41400,88.6
"214","Breast","NCT00301730","Completed","Biological: aldesleukin|Biological: therapeutic tumor infiltrating lymphocytes|Biological: trastuzumab|Drug: paclitaxel|Procedure: conventional surgery","10",1,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"215","Breast","NCT00004038","Completed","Biological: Ad5CMV-p53 gene|Drug: chemotherapy","10",20,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"216","Breast","NCT00047255","Completed","Biological: trastuzumab|Drug: carboplatin|Drug: docetaxel|Biological: trastuxumab|Drug: Docetaxel","30",263,"No Results Available","Both",6,1,25640.8,268670,41400,88.6
"217","Breast","NCT00331552","Completed","Drug: pegylated liposomal doxorubicin hydrochloride|Drug: cyclophosphamide|Biological: trastuzumab","15",30,"Has Results","Both",3,1,25640.8,268670,41400,88.6
"218","Breast","NCT00004013","Completed","Biological: trastuzumab|Drug: paclitaxel","20",60,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"219","Breast","NCT00024154","Completed","Biological: trastuzumab|Drug: gefitinib|Other: laboratory biomarker analysis","20",132,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"220","Breast","NCT00039455","Terminated","Biological: trastuzumab|Drug: alvocidib|Other: laboratory biomarker analysis|Other: pharmacological study","10",50,"No Results Available","Drug",2,0,25640.8,268670,41400,88.6
"221","Breast","NCT02427581","Suspended","Biological: Personalized synthetic long peptide vaccine (Poly ICLC)|Drug: Poly ICLC","10",15,"No Results Available","Drug",2,0,25640.8,268670,41400,88.6
